title,type,premiere_date,tmdb_id,original_language,production_countries,runtime_min,genres_tmdb,cast_popularity_max,cast_popularity_mean,crew_popularity_max,is_ip_adaptation,episode_count_s1,episode_runtime_avg_s1,release_cadence,imdb_id,keywords,has_keywords,wiki_views_28d,wiki_has_views,wiki_views_28d_log,imdb_rating_used,imdb_rating_source,imdb_votes_used,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,weeks_top10_global,ever_top10_global,best_rank_global,total_hours_top10_global,total_views_top10_global,first28d_weeks_global,first28d_hours_global,first28d_views_global
Mother's Day,film,2023-05-24,1107872,pl,PL,94,Thriller,0.9865,0.795,0.1235,0,,,,tt19724192,"former agent, rescue, female ex government agent, ex nato agent, special operations executive 'soe'",1,,0,,5.3,,2871,5.8,237,2.4862,6,1,1,50410000,3600000,4,36110000,1000000
The Wonder Weeks,film,2023-06-09,1126844,nl,NL,110,"Comedy,Drama",1.0901,0.604,0.1228,0,,,,tt22506746,"domestic drama, young, based on novel or book, parenthood",1,,0,,4.8,,838,5.8,38,1.8132,2,1,3,8700000,5700000,2,8700000,5700000
Baggio: The Divine Ponytail,film,2021-05-26,694254,it,IT,91,Drama,1.4728,1.048,0.1215,0,,,,tt14025788,"soccer, reference to roberto baggio, soccer player, football, stadium",1,13839,1,9.535318229,6.1,film,5454,6.401,425,6.4009,0,0,0,0,0,0,0,0
Yeh Ballet,film,2020-02-21,671909,hi,IN,117,Drama,2.1398,1.58,0.1204,0,,,,tt10230436,"dancing, ballet, ballet dancer, ballet dancing",1,39167,1,10.57561537,7.5,,1610,7.6,23,7.2512,0,0,0,0,0,0,0,0
Amandla,film,2022-01-21,926180,zu,"CA,ZA",106,"Crime,Drama",0.86,0.458,0.1204,0,,,,tt5343008,"childhood, criminal, justice, black, loyalty",1,20916,1,9.948317504,5.6,film,468,5.9,10,3.009,3,1,2,11740000,0,3,11740000,0
Love at First Kiss,film,2023-03-03,818648,es,ES,96,"Romance,Comedy",1.3915,0.941,0.1202,0,,,,tt14463514,"girlfriend, love, curse, kiss, couple",1,31676,1,10.36334614,5.7,film,3306,6.2,196,3.8419,3,1,1,24010000,0,3,24010000,0
Wild Wild Punjab,film,2024-07-10,1252455,hi,IN,111,"Comedy,Adventure",1.2905,0.788,0.1199,0,,,,tt31514262,"drunk, friend, wedding, love",1,113946,1,11.64348871,6.2,,17489,6.618,17,1.7634,2,1,6,8500000,4500000,2,8500000,4500000
Dad Wanted,film,2020-09-11,737802,es,MX,102,Drama,1.6217,0.915,0.1198,0,,,,tt12721188,,0,20980,1,9.951372545,5.8,film,1207,7.5,168,1.6621,0,0,0,0,0,0,0,0
ARQ,film,2016-09-16,410199,en,US,88,"Science Fiction,Thriller",2.994,1.641,0.1196,0,,,,tt5640450,"time loop, face spattered with blood, faked death, cyanide gas, holographic clock",1,202702,1,12.21949713,6.3,film,43343,6.109,1239,2.9376,0,0,0,0,0,0,0,0
Clinical,film,2017-01-13,433244,en,US,104,"Thriller,Horror",2.4673,1.787,0.1188,0,,,,tt5577742,"psychiatrist patient relationship, psychological, christmas, christmas horror, blood",1,3724,1,8.222822131,5.1,film,9268,5.31,424,1.3591,0,0,0,0,0,0,0,0
The Disciple,film,2021-04-30,728116,mr,"IN,US",128,"Drama,Music",0.1312,0.064,0.1185,0,,,,tt11423784,"classical music, vocalist, traditions, journey, passion",1,64038,1,11.06724755,7.1,,3300,6.731,54,0.7287,0,0,0,0,0,0,0,0
Sara's Notebook,film,2018-05-25,449019,es,ES,115,Thriller,1.5163,0.575,0.118,0,,,,tt6599742,"congo, africa, slaughter, missing person, mysterious disappearance",1,,0,,5.9,film,2942,6.1,159,1.2676,0,0,0,0,0,0,0,0
Get the Goat,film,2021-03-18,799497,pt,BR,97,"Action,Comedy,Crime",0.9597,0.512,0.1175,0,,,,tt14111726,"goat, police investigation, police comedy, buddy cop, northeast brazil",1,7029,1,8.857941985,6,,2154,6.9,207,2.84,0,0,0,0,0,0,0,0
"To Each, Her Own",film,2018-06-24,531736,fr,FR,95,"Comedy,Romance",0.7912,0.595,0.1171,0,,,,tt6290418,"coming out, lesbian in love with a man, lesbian couple, female female kiss, lesbian protagonist",1,12641,1,9.444779883,5.4,,2048,5.011,184,1.0391,0,0,0,0,0,0,0,0
Blue Miracle,film,2021-05-27,671295,en,"MX,US",95,"Adventure,Drama,Family",3.3129,1.673,0.1166,0,,,,tt7084386,"fishing, orphanage, marlin, based on true story, mexican",1,142703,1,11.86852783,6.6,film,8318,7.4,292,4.5217,0,0,0,0,0,0,0,0
"My Brother, My Sister",film,2021-10-08,770742,it,IT,110,Drama,1.6473,0.854,0.1162,0,,,,tt13003996,"friendship, life, children, emotional, hospital room",1,18201,1,9.809286757,6.1,film,1229,6.42,119,2.732,3,1,2,11710000,0,3,11710000,0
Buba,film,2022-08-03,997703,de,DE,94,"Comedy,Drama",3.0271,1.169,0.1161,0,,,,tt21195548,"based on tv series, prequel, character name as title, small town, brother",1,,0,,5.9,film,3028,5.374,103,0.7444,1,1,7,3080000,0,1,3080000,0
Freestyle,film,2023-09-13,1152797,pl,PL,88,"Crime,Action,Thriller",1.3168,0.698,0.1155,0,,,,tt28366647,"baffled, biting, bitter, bold, drug trafficking",1,,0,,4.8,,1392,6.5,37,1.1601,2,1,4,5300000,3600000,2,5300000,3600000
The Claus Family,film,2020-12-07,767896,nl,BE,96,"Family,Fantasy",1.4748,1.051,0.1151,0,,,,tt12459520,"christmas, santa claus, holiday, children, family relationships",1,4321,1,8.371473537,5.6,film,3312,6,141,1.8098,6,1,2,21600000,0,0,0,0
Burning Patience,film,2022-12-07,1025805,es,CL,97,"Romance,Drama",1.3341,0.988,0.115,0,,,,tt15939090,"love, delivery, fisherman, young, poet",1,1506,1,7.317876199,6,film,383,6.7,15,1.7019,0,0,0,0,0,0,0,0
Maska,film,2020-03-27,686919,hi,IN,111,Comedy,1.34,0.862,0.1146,0,,,,tt11953628,"bun maska, coming of age, parsi community, ikigai, irani cafe",1,123011,1,11.72003719,5.9,film,1555,5.235,17,5.3471,0,0,0,0,0,0,0,0
Lesson Plan,film,2022-11-23,1049233,pl,PL,98,"Action,Crime",1.6097,0.752,0.1139,0,,,,tt23343786,"teacher, former cop",1,,0,,5,film,2207,6.02,179,3.3947,3,1,1,30040000,0,2,28300000,0
Soulcatcher,film,2023-08-02,1149381,pl,PL,99,"Action,War",1.2155,0.928,0.1139,0,,,,tt28290233,"military, soldier, vengeance, revenge, commando",1,,0,,3.7,film,1554,6.349,281,3.4982,3,1,2,29100000,17500000,3,29100000,17500000
Girlfriend's Day,film,2017-02-14,346650,en,US,70,"Comedy,Drama",3.4197,2.705,0.1131,0,,,,tt2962984,"male protagonist, two word title, bar, banana, getting fired",1,,0,,5.2,film,5310,4.965,158,3.5088,0,0,0,0,0,0,0,0
Dhoom Dhaam,film,2025-02-14,1201012,hi,IN,109,"Comedy,Romance,Action",1.1322,0.932,0.113,0,,,,tt21194868,"couple, married, night, female pedal pumping, romantic comedy",1,131536,1,11.78704346,6.4,film,6215,6.742,66,3.6185,3,1,2,22600000,12400000,3,22600000,12400000
Chor Nikal Ke Bhaga,film,2023-03-24,1018228,hi,IN,110,"Crime,Thriller",1.0123,0.809,0.113,0,,,,tt22297828,"airplane, heist, diamond, accident, plane",1,213229,1,12.27012667,7.2,film,55690,6.876,133,1.8937,4,1,2,35000000,0,4,35000000,0
David and the Elves,film,2021-12-06,882093,pl,PL,106,"Family,Fantasy,Comedy",0.7517,0.426,0.1125,0,,,,tt15565714,"christmas, elves, snow, poland, boy",1,13572,1,9.515837804,5.3,film,937,6.131,88,4.2557,3,1,3,14920000,0,3,14920000,0
All the Places,film,2023-02-14,1078862,es,MX,97,"Comedy,Drama",1.237,0.641,0.112,0,,,,tt12616964,"remake, dramedy, motorcycle, road trip, childhood",1,,0,,5.6,,416,6.8,54,1.2662,2,1,2,13540000,0,2,13540000,0
Heartsong,film,2022-08-10,1001692,tr,TR,95,"Comedy,Drama,Music,Romance",1.156,1.081,0.1118,0,,,,tt21339860,musician,1,,0,,5.8,film,2095,6.6,32,3.6841,1,1,9,2500000,0,1,2500000,0
A Week Away,film,2021-03-26,699102,en,US,94,"Drama,Music,Romance,Comedy",1.8391,1.395,0.1117,0,,,,tt11388278,"girl, love, forgiveness, christian, teen drama",1,73377,1,11.20337944,5.8,film,5733,6.9,398,2.3228,0,0,0,0,0,0,0,0
A Journey,film,2024-04-12,1260916,tl,"AU,PH",115,Drama,2.9101,1.464,0.1116,0,,,,tt31805808,filipino drama,1,12891,1,9.464362243,5.6,,334,7.058,26,3.1425,2,1,4,9500000,4900000,2,9500000,4900000
The Siege of Jadotville,film,2016-10-07,334517,en,IE,108,"War,Drama,Thriller",2.0829,1.841,0.1113,0,,,,tt3922798,"congo, civil war, 1960s, decolonization of africa, colonial war",1,85142,1,11.35208747,7.2,,47257,7.111,914,1.1706,0,0,0,0,0,0,0,0
The Conference,film,2023-10-13,1161048,sv,SE,101,"Horror,Comedy",1.7972,1.024,0.1112,0,,,,tt26547864,"male nudity, title same as book, man wears suspenders, based on novel, killer",1,,0,,5.7,,15539,5.5,383,2.5748,2,1,1,23600000,14100000,2,23600000,14100000
The Girl on the Train,film,2021-02-26,695958,hi,IN,128,"Drama,Thriller",1.5276,0.664,0.1112,1,,,,tt8907992,"train, psychological thriller, remake",1,411815,1,12.92833193,4,,15313,5.959,86,6.3442,0,0,0,0,0,0,0,0
The Beast,film,2020-11-27,654905,it,IT,90,"Crime,Drama",2.2975,1.168,0.11,0,,,,tt11499506,"war veteran, rugby player, father daughter relationship, abducted daughter, choked",1,67928,1,11.12621832,5.2,film,4921,6.1,288,3.4597,1,1,8,1600000,1000000,0,0,0
Just Say Yes,film,2021-04-02,802504,nl,NL,97,"Comedy,Romance",1.2948,0.758,0.1097,0,,,,tt12154638,"parent, wedding, sister, love, romcom",1,33525,1,10.42007654,4.6,film,2223,6.3,208,2.5272,0,0,0,0,0,0,0,0
F*ck Love Too,film,2022-05-20,970308,nl,NL,92,"Comedy,Romance",0.6107,0.511,0.1097,0,,,,tt15432804,"male nudity, crotch grab, crotch grabbing, brief male frontal nudity, pubic hair",1,,0,,3.9,film,1484,5.292,118,1.0959,4,1,2,30770000,0,4,30770000,0
Anonymously Yours,film,2021-12-10,899405,es,MX,101,"Drama,Romance",0.3746,0.145,0.1096,0,,,,tt16088568,"love, brunette, friendship, teenager, one word title",1,720,1,6.580639137,5.8,film,2502,7.536,373,2.9523,4,1,1,25850000,0,4,25850000,0
Tersanjung the Movie,film,2021-04-01,666649,id,ID,114,"Drama,Romance",1.2198,0.905,0.1093,0,,,,tt11668994,"love, based on tv series, revival, family relationships, parent",1,4718,1,8.459352192,5.9,film,251,8.2,3,3.1773,0,0,0,0,0,0,0,0
French Lover,film,2025-09-26,1289888,fr,FR,122,"Romance,Comedy",1.9216,0.876,0.1082,0,,,,tt32360696,"love, couple, parent, life, interracial relationship",1,,0,,6,film,1530,5.863,157,7.8814,3,1,1,49500000,24400000,3,49500000,24400000
Don't Move,film,2024-10-25,1063877,en,US,92,"Horror,Thriller",2.6228,1.352,0.1076,0,,,,tt24807110,"woods, survival, chased in the woods, boat, contemplating suicide",1,,0,,5.8,film,40303,6.337,895,6.6672,4,1,1,93300000,60800000,4,93300000,60800000
Cam,film,2018-11-16,521935,en,US,95,"Horror,Mystery",1.5114,1.402,0.107,0,,,,tt8361028,"doppelganger, shame, camgirl, suicide, fake suicide",1,274279,1,12.52190476,5.9,film,38609,5.843,1533,6.1085,0,0,0,0,0,0,0,0
The 8th Night,film,2021-07-02,604360,ko,KR,115,"Mystery,Thriller,Horror",2.9172,2.349,0.1053,0,,,,tt14781176,"hunt, hunting, forest, night, prayer",1,161619,1,11.99300318,5.3,film,4765,6.1,146,3.3499,3,1,4,12300000,0,3,12300000,0
Sardar Ka Grandson,film,2021-05-18,734780,hi,IN,140,"Comedy,Drama,Romance,Family",1.3811,1.17,0.1048,0,,,,tt11213600,"love, parent, journey, devoted",1,207330,1,12.24207183,4.3,film,4894,7.06,25,2.4835,0,0,0,0,0,0,0,0
NAGA,film,2023-12-07,1160025,ar,"SA,US",113,Thriller,0.098,0.043,0.1038,0,,,,tt28554013,"desert, camel, arabs, girl, poetry",1,,0,,5.3,film,15373,5.1,42,0.903,1,1,7,1900000,1000000,1,1900000,1000000
Soweto Love Story,film,2024-02-14,1237835,en,ZA,102,"Comedy,Romance",0.082,0.071,0.1038,0,,,,tt28943323,"love, life, couple, parent",1,,0,,4.4,film,249,4.5,21,1.9469,0,0,0,0,0,0,0,0
Stolen,film,2024-04-12,1019317,sv,SE,105,"Drama,Crime,Thriller",1.4273,0.396,0.1032,0,,,,tt21955196,"xenophobia, young, teenager, life, female protagonist",1,100292,1,11.51585118,5.7,film,2270,6.239,92,3.7542,3,1,2,27500000,15500000,3,27500000,15500000
Camp Crasher,film,2024-12-06,1191611,es,AR,95,"Comedy,Romance",1.3455,0.794,0.1032,0,,,,tt29368988,"bus driver, camping trip, mother son relationship, single mother",1,,0,,5.5,film,233,6.883,64,2.0118,3,1,2,14200000,8900000,3,14200000,8900000
Bankrolled,film,2021-07-23,845422,es,MX,97,Comedy,1.1057,0.695,0.1022,0,,,,tt14961160,"friend, social, joke, mexico, millennial",1,4224,1,8.34877454,4.2,film,367,5.5,31,1.5785,0,0,0,0,0,0,0,0
What We Wanted,film,2020-11-11,754800,de,"AT,IT",94,Drama,1.2116,0.54,0.1013,0,,,,tt13279528,"sardinia, suicide attempt, neighbor, female nudity, wanting to have a child",1,25038,1,10.12818989,5.9,,2151,5.817,93,0.9506,0,0,0,0,0,0,0,0
The Most Assassinated Woman in the World,film,2018-09-07,478100,fr,"BE,GB,US",102,"Mystery,Thriller",1.4624,0.888,0.1006,0,,,,tt6186696,,0,8606,1,9.060331105,5.3,,1237,5.3,99,0.827,0,0,0,0,0,0,0,0
The Misadventures of Hedi and Cokeman,film,2021-02-10,659063,fr,FR,99,"Action,Comedy,Crime",1.2363,0.723,0.1003,1,,,,tt13669344,"bare chested male, male underwear, briefs, white briefs, tighty whities",1,6067,1,8.71078434,4.5,,826,4.6,126,4.6342,0,0,0,0,0,0,0,0
Noise,film,2023-01-11,1057577,nl,BE,90,Drama,0.8362,0.641,0.1002,0,,,,tt21326658,"psychological thriller, dark, secret, box, wife",1,,0,,3.5,film,4208,4.8,129,2.2187,4,1,1,31600000,0,2,10550000,0
Fanfic,film,2023-05-17,1117698,pl,PL,95,Drama,1.5955,1.009,0.0986,0,,,,tt27612422,"gay, school, friendship, teen drama, gay teenager",1,,0,,5.8,film,1299,6.96,87,3.5673,0,0,0,0,0,0,0,0
The Taming of the Shrewd,film,2022-04-13,953233,pl,PL,112,"Romance,Comedy",0.7028,0.436,0.0977,0,,,,tt18970380,"overalls, brother, brief nudity, stranger, female nudity",1,21350,1,9.968853856,4.6,,1492,5.388,116,2.1526,3,1,1,28750000,0,3,28750000,0
Love Forever,film,2025-02-14,1214481,sv,SE,96,"Romance,Comedy,Drama",2.0546,1.162,0.0973,0,,,,tt30308957,"love, wedding, marriage, countryside, eastern europe",1,,0,,5.2,film,1269,5.256,45,5.4274,2,1,3,13300000,8400000,2,13300000,8400000
Outside,film,2024-10-17,1306764,tl,PH,142,"Horror,Thriller",1.4656,1.004,0.0973,0,,,,tt32643879,"zombie, zombie horror, farmhouse, zombie outbreak, farm",1,335644,1,12.72380933,,,3632,6.169,148,4.0822,3,1,4,33400000,14100000,3,33400000,14100000
Forgive Us Our Debts,film,2018-05-04,519253,it,"AL,CH,IT,PL",104,Drama,1.0841,0.869,0.0963,0,,,,tt6679412,"debt collector, imperative in title, italy",1,6700,1,8.810012048,6.2,film,1730,6.1,284,1.3852,0,0,0,0,0,0,0,0
Bartkowiak,film,2021-07-28,809968,pl,PL,91,"Action,Thriller",1.2155,0.88,0.0956,0,,,,tt14315566,"mixed martial arts, fight, punch, nightclub, death of brother",1,18685,1,9.835529859,5.1,film,1473,6,158,0.7633,3,1,5,15240000,0,2,13780000,0
Jewel,film,2022-07-08,992302,en,ZA,80,Drama,1.5541,0.545,0.0932,0,,,,tt21030216,,0,,0,,3.6,film,178,6.4,5,4.9568,0,0,0,0,0,0,0,0
Just Another Christmas,film,2020-12-03,755339,pt,BR,101,"Comedy,Drama,Fantasy,Family",0.5233,0.394,0.0928,0,,,,tt13354204,"christmas, christmas film, christmas movie, rio de janeiro brazil, southeast brazil",1,29955,1,10.30748492,6.7,film,5885,7.327,428,1.0999,0,0,0,0,0,0,0,0
Prime Time,film,2021-04-14,745078,pl,PL,93,"Drama,Thriller",1.7507,0.663,0.0919,0,,,,tt11460976,"message, broadcast, host, poland, hostage",1,8097,1,8.999372397,5.2,film,2056,5.2,89,2.7826,1,1,10,2080000,0,0,0,0
Don't Blame Karma!,film,2022-08-03,648743,es,MX,85,"Romance,Comedy",1.2315,0.614,0.0918,0,,,,tt21226774,"high school, school, love, based on novel, sister",1,,0,,4.7,film,933,6.9,185,0.8617,2,1,2,17730000,0,2,17730000,0
Hurricane Season,film,2023-11-01,1175343,es,MX,99,"Drama,Thriller,Crime",0.2976,0.23,0.0918,0,,,,tt28657882,"corpse, town, life, soul, male nudity",1,708,1,6.563855527,5.9,film,869,6.912,17,0.4071,0,0,0,0,0,0,0,0
No Pressure,film,2024-03-27,1257130,pl,PL,111,"Romance,Comedy",0.8906,0.572,0.0909,0,,,,tt31713069,"countryside, f rated, chef as protagonist, chef, raised middle finger",1,,0,,5.1,film,1024,5.3,53,1.9461,4,1,2,43300000,23000000,4,43300000,23000000
Haseen Dillruba,film,2021-07-02,695969,hi,IN,136,"Mystery,Thriller,Crime,Romance",1.3557,1.205,0.0898,0,,,,tt11027830,"murder, blood, wife, wife confesses infidelity to husband, cheating wife",1,889080,1,13.69794362,6.9,film,32650,6.757,107,3.0034,4,1,2,24630000,0,4,24630000,0
Nobody Sleeps in the Woods Tonight Part 2,film,2021-10-27,871964,pl,PL,97,"Horror,Thriller,Comedy",1.1723,0.644,0.0898,0,,,,tt14315500,"sequel, second part, camp, group, teenager",1,17437,1,9.766407012,3.8,film,5570,4.621,327,14.9806,0,0,0,0,0,0,0,0
The Price of Family,film,2023-01-25,1000938,it,"IT,US",90,Comedy,1.2342,0.626,0.0897,0,,,,tt21149522,,0,16604,1,9.717459134,5.9,,2117,6.5,219,5.7151,2,1,5,11770000,0,2,11770000,0
The Price of Nonna's Inheritance,film,2024-06-04,1175156,it,IT,90,"Comedy,Crime",1.06,0.569,0.0897,0,,,,tt30494321,"male nudity, bare chested male, male rear nudity, car, murder",1,,0,,5.4,,1258,5.585,94,2.9783,2,1,5,13300000,8800000,2,13300000,8800000
Crypto Boy,film,2023-10-19,1181538,nl,NL,103,Drama,1.402,0.712,0.0893,0,,,,tt24785544,"life, family relationships, father, crypto, journey",1,,0,,5.7,film,1357,6.395,38,1.6438,1,1,8,3700000,2200000,1,3700000,2200000
Swim to Me,film,2025-10-10,1484640,es,CL,102,"Drama,Crime",0.8172,0.323,0.0885,0,,,,tt34682204,"worker, life, female protagonist, rural, female masturbation",1,,0,,5.4,,329,5.2,20,5.9052,2,1,4,7100000,4200000,2,7100000,4200000
Drive,film,2019-11-01,466550,hi,IN,119,"Action,Thriller",1.5427,0.807,0.087,0,,,,tt6593054,"heist, jewel, handsome man, handsome muscular man, strong male abs",1,297403,1,12.60284676,3.2,film,8335,5,59,3.1216,0,0,0,0,0,0,0,0
7 Prisoners,film,2021-11-11,785538,pt,"BR,US",93,"Drama,Crime",1.8062,0.764,0.0866,0,,,,tt14168118,"job, southeast brazil, social issues in brazil, prison, trap",1,,0,,7.1,film,10051,7.056,367,10.1095,2,1,2,19260000,0,2,19260000,0
Christmas As Usual,film,2023-12-06,1202584,no,NO,89,"Romance,Comedy,Drama",0.7684,0.544,0.0863,0,,,,tt23790418,"christmas, holiday, love, hometown, docudrama drama",1,,0,,5.5,film,6257,5.828,90,2.026,2,1,7,17100000,11500000,2,17100000,11500000
Seriously Single,film,2020-07-31,661747,en,ZA,107,Comedy,0.2456,0.112,0.0859,0,,,,tt11010144,,0,44671,1,10.70710219,4.6,film,1374,6.9,135,1.7771,0,0,0,0,0,0,0,0
Seventeen,film,2019-10-18,623627,es,ES,99,"Drama,Comedy",1.1328,0.84,0.0858,0,,,,tt8988748,"dog, boy and dog, brother brother relationship, dog, grandmother grandson relationship",1,12205,1,9.409682913,7.2,film,4624,7.315,184,4.1372,0,0,0,0,0,0,0,0
The Decline,film,2020-03-27,674607,fr,CA,83,"Thriller,Action",1.309,0.856,0.0844,0,,,,tt10307440,"food supplies, canada, quebec, murder, cabin in the woods",1,106821,1,11.57891918,6,,10416,6.146,435,2.5388,0,0,0,0,0,0,0,0
A Night at the Kindergarten,film,2022-12-28,1065796,pl,PL,97,Comedy,0.7709,0.489,0.0838,0,,,,tt19724270,"dark comedy, child, children, kindergarten, christmas",1,,0,,5.7,film,725,5.9,40,3.0382,0,0,0,0,0,0,0,0
Forever Rich,film,2021-10-01,785527,nl,NL,89,"Crime,Comedy,Drama",1.1105,0.917,0.0835,0,,,,tt12748300,"robbery, viral, rap, rapper, social media",1,13594,1,9.517457357,5.6,film,1600,6.512,121,3.9781,2,1,5,4550000,0,1,2540000,0
The (Almost) Legends,film,2023-07-19,1148969,es,MX,97,"Comedy,Music",0.9559,0.573,0.0835,0,,,,tt21737024,"love, brother, life, heart, mythical",1,1410,1,7.252053952,6.4,film,577,8,62,0.5508,2,1,4,9200000,5700000,2,9200000,5700000
The Casagrandes Movie,film,2024-03-22,1216512,en,US,86,"Animation,Comedy,Family",1.3895,1.139,0.083,0,,,,tt31123288,"based on tv series, based on cartoon, 2d animation, kids family, child protagonist",1,75945,1,11.23777784,5.6,film,718,7,46,2.9497,2,1,5,11800000,8300000,2,11800000,8300000
Whipped,film,2020-09-18,648723,id,ID,97,"Comedy,Drama,Romance",1.0094,0.48,0.0829,0,,,,tt11754464,"friend, gender stereotype, class, teaching, love",1,6926,1,8.843182098,4.2,,699,5.9,9,2.6002,0,0,0,0,0,0,0,0
Under the Amalfi Sun,film,2022-07-13,873127,it,IT,90,"Romance,Comedy",1.9878,1.194,0.0826,0,,,,tt15311262,"sequel, second part, location in title, place in title, summer vacation",1,,0,,5.4,,1597,5.7,155,1.0749,2,1,4,10100000,0,2,10100000,0
Concrete Cowboy,film,2021-04-02,621954,en,"GB,US",111,"Drama,Western",4.9521,2.545,0.0809,0,,,,tt8846176,"cowboy, teenager, neighbor, horse, house",1,236314,1,12.37292094,6.3,film,10175,5.978,202,2.9744,0,0,0,0,0,0,0,0
Into the Wind,film,2022-02-10,933547,pl,PL,108,"Drama,Romance",1.2385,0.528,0.0805,0,,,,tt17044594,"barefoot female, love, implied sex, sea, water",1,25662,1,10.15280554,5.3,film,1246,5.4,100,4.6249,2,1,3,15600000,0,2,15600000,0
Kathal – A Jackfruit Mystery,film,2023-05-19,946025,hi,IN,115,"Mystery,Comedy,Crime,Drama",1.597,1.106,0.08,0,,,,tt18413766,"dramedy, police, love, small town, investigation",1,236257,1,12.37267971,6.7,film,9302,6.056,36,3.1304,0,0,0,0,0,0,0,0
Fenced in,film,2022-09-01,818502,pt,BR,110,Comedy,0.7025,0.398,0.0791,0,,,,tt21742248,quirky comedy,1,,0,,4.5,film,723,5.719,64,2.941,3,1,3,22140000,0,3,22140000,0
AKA,film,2023-04-28,1102776,fr,FR,122,Action,1.1669,0.917,0.0784,0,,,,tt27197387,"spy action, investigation, spy thriller, one against many, undercover agent",1,24435,1,10.10381273,6.6,film,14014,6.868,663,4.5908,6,1,1,113330000,2800000,4,107630000,0
Private Lesson,film,2022-12-16,1054513,tr,TR,89,"Comedy,Romance",1.9587,1.082,0.0783,0,,,,tt23782662,"tutor, love",1,,0,,4.7,film,2065,6.8,108,1.6543,2,1,3,14200000,0,2,14200000,0
Milestone,film,2021-05-07,728133,hi,IN,98,Drama,1.3277,0.349,0.0783,0,,,,tt12779208,"truck, train, driver, company, truck driver",1,15061,1,9.619930295,6.7,film,772,5.974,19,1.4537,0,0,0,0,0,0,0,0
Chopsticks,film,2019-05-31,601801,hi,IN,100,"Comedy,Drama",1.602,0.996,0.0759,0,,,,tt10243678,"internet, car, woman, independent film, stolen cars",1,74125,1,11.21352163,6.5,film,5306,6.08,50,2.0042,0,0,0,0,0,0,0,0
Killer Book Club,film,2023-08-25,1010826,es,ES,89,"Horror,Thriller",1.0678,0.642,0.0745,0,,,,tt18260564,"slasher horror, killer, teenage boy, clown, female rear nudity",1,,0,,4.6,film,5436,5.6,301,1.8594,3,1,2,15000000,10100000,3,15000000,10100000
Lobola Man,film,2024-07-12,1310259,en,ZA,108,"Comedy,Romance",1.8861,0.465,0.0731,0,,,,tt32615298,,0,,0,,4.6,,173,9.1,7,1.1512,2,1,7,7700000,4200000,2,7700000,4200000
House Arrest,film,2019-11-15,645998,hi,IN,104,Comedy,1.267,0.712,0.0721,0,,,,tt11163028,"bare chested male, man wears underwear, man wrapped in a towel",1,88806,1,11.39422075,5.5,film,1836,6.6,14,0.3819,0,0,0,0,0,0,0,0
Almost Cops,film,2025-07-11,1374534,nl,NL,95,"Action,Comedy,Crime,Mystery",1.5669,1.154,0.071,0,,,,tt27675583,"buddy comedy, police, case, police officer, neighbor",1,,0,,4.8,film,1494,5.956,159,10.3252,3,1,2,32900000,20400000,3,32900000,20400000
Who's a Good Boy?,film,2022-11-23,1044043,es,MX,95,Comedy,0.3746,0.234,0.0699,0,,,,tt18082726,"raunchy comedy, hetrosexism, hetrosexual relationship, hetrosexuality, high school",1,,0,,4.7,,861,5.2,38,2.4594,2,1,7,7500000,0,2,7500000,0
